category,count
"Personal Care Product Manufacturing,Personal and Laundry Services,Retail Health and Personal Care Products",1
"Veterinary Services,Pharmaceutical Manufacturing",1
"Real estate,Facilities Services",1
"Printing Services,Marketing Services,Advertising Services",1
"Maritime Transportation,Manufacturing",1
"Construction,Building Construction,Public Safety",1
"Manufacturing,Consumer Services,Paper and Forest Product Manufacturing",1
"Automation Machinery Manufacturing,Wholesale Motor Vehicles and Parts,Motor Vehicle Parts Manufacturing",1
"Food & Beverages,Food and Beverage Retail,Warehousing and Storage",1
"Primary and Secondary Education,Non-profit Organizations,Education",1
"Telecommunications,IT Services and IT Consulting",1
Railroad Equipment Manufacturing,1
"Retail,Wholesale",1
"Dairy,Food and Beverage Manufacturing",1
"Hospitals and Health Care,Retail Pharmacies",1
"Wholesale Apparel and Sewing Supplies,Retail Apparel and Fashion,Apparel Manufacturing",1
"Appliances, Electrical, and Electronics Manufacturing,Agriculture, Construction, Mining Machinery Manufacturing",1
"Food and Beverage Manufacturing,Food and Beverage Retail,Wholesale Food and Beverage",1
"Food and Beverage Manufacturing,Dairy Product Manufacturing",1
"IT Services and IT Consulting,Insurance Agencies and Brokerages,Business Consulting and Services",1
"Engineering Services,Manufacturing,Rail Transportation",1
"Chemical Manufacturing,Chemical Raw Materials Manufacturing,Manufacturing",1
"Technology, Information and Media,Spectator Sports",1
"Retail,Retail Furniture and Home Furnishings,Manufacturing",1
"Business Consulting and Services,Design Services",1
"Construction,Mining",1
"Retail Furniture and Home Furnishings,Retail Luxury Goods and Jewelry",1
"Industrial Machinery Manufacturing,Machinery Manufacturing,Manufacturing",1
"Accounting,Financial Services,Legal Services",1
"Venture Capital and Private Equity Principals,Business Consulting and Services,Capital Markets",1
"Financial Services,Legal Services",1
"Hospitality,Telecommunications",1
"Insurance Agencies and Brokerages,Claims Adjusting, Actuarial Services,Legal Services",1
"Utilities,Real estate,Architecture and Planning",1
"Medical Equipment Manufacturing,Manufacturing,Engineering Services",1
"E2334 - Director, Transportation",1
SSC Sales,1
Program Management & Services,1
"Clinton, NY",1
Business Dev/Sales,1
#FC4 #CL_FC4 12/4/2025,1
"Construction,Oil and Gas,Engineering Services",1
"Hospitality,Sports Teams and Clubs,Wellness and Fitness Services",1
"Packaging and Containers Manufacturing,Manufacturing,Paper and Forest Product Manufacturing",1
"Wholesale Alcoholic Beverages,Food and Beverage Retail,Wholesale Food and Beverage",1
Target Cedar Falls Reg,1
"Engineering Services,Utilities,Electric Power Transmission, Control, and Distribution",1
Radar,1
"Staffing and Recruiting,Computer and Network Security",1
"Computers and Electronics Manufacturing,Appliances, Electrical, and Electronics Manufacturing,Retail Appliances, Electrical, and Electronic Equipment",1
Skilled Trade,1
"IT Services and IT Consulting,Hospitals and Health Care",1
BSL,1
N1508 - Inventory Control Clerk - Sr,1
"Strategic Management Services,Civil Engineering",1
"Marketing Services,Broadcast Media Production and Distribution,Technology, Information and Media",1
Replacing: Patrick Shirah #W2I,1
"Industrial Machinery Manufacturing,Food and Beverage Manufacturing,Machinery Manufacturing",1
N1038 - Selector Night Part-Time,1
"HVAC and Refrigeration Equipment Manufacturing,Consumer Services",1
"Staffing and Recruiting,Information Services,IT Services and IT Consulting",1
"Hospitals and Health Care,Staffing and Recruiting,Office Administration",1
"Wholesale,Food and Beverage Services",1
"Semiconductor Manufacturing,Appliances, Electrical, and Electronics Manufacturing,Manufacturing",1
"Retail,Manufacturing,Entertainment Providers",1
"Law Enforcement,Military and International Affairs,Security and Investigations",1
"IT Services and IT Consulting,Broadcast Media Production and Distribution,Entertainment Providers",1
Target Marlboro Reg,1
N7094 - Maintenance Coordinator,1
"Security and Investigations,Business Consulting and Services",1
"Staffing and Recruiting,Insurance,Financial Services",1
Advanced Practice Nurse,1
Quality/Safety,1
"E4643 - Sr Analyst, FP&A Process",1
"Defense and Space Manufacturing,Government Administration",1
"Insurance Agencies and Brokerages,Insurance",1
"Construction,Civil Engineering,Building Construction",1
Dispatcher (call center),1
"Consumer Services,Hospitals and Health Care,Telephone Call Centers",1
"Retail Luxury Goods and Jewelry,Retail Furniture and Home Furnishings,Wholesale Furniture and Home Furnishings",1
"Retail Apparel and Fashion,Retail,Design Services",1
"Education,Education Administration Programs,Religious Institutions",1
"Non-profit Organizations,Hospitality,Entertainment Providers",1
"Technology, Information and Media,Education,Higher Education",1
community-social-services,1
"Research Services,Software Development,Technology, Information and Media",1
Training and Talent Support Specialist,1
Exterior Services,1
"Financial Services,Medical Practices,Legal Services",1
Practice Managers,1
Physical Therapist ID,1
"Salt Lake, UT",1
"Trusts and Estates,Legal Services,Law Practice",1
"Non-profit Organizations,Civic and Social Organizations,Hospitals and Health Care",1
Flight Training,1
N7179 - Refrigeration Mechanic - Bldg,1
PANP TX,1
Facilities Coordinator,1
"Farming,Agricultural Chemical Manufacturing",1
"Measuring and Control Instrument Manufacturing,Appliances, Electrical, and Electronics Manufacturing,Manufacturing",1
"Plastics Manufacturing,Plastics and Rubber Product Manufacturing,Commercial and Service Industry Machinery Manufacturing",1
"<p></p> <p><span style=""font-weight:800""> Location:</span> 520 S Maple Ave, Oak Park, Illinois 60304</p> <p><span style=""font-weight:800""> Business Unit: </span>Rush Wound Care Center at Oak Park</p> <p></p> <p></p> <p><span style=""font-weight:800"">Work Type: </span>Restricted Part-Time - 1 Day per week Minimum</p> <p></p> <p><span style=""font-weight:800"">Work Schedule: </span>Monday to Friday</p> <p><span style=""font-weight:800"">Rush offers exceptional rewards and benefits learn more at our </span><a class=""has-tooltip"" href=""https://www.rush.edu/rush-careers/employee-benefits"" target=""_blank"" rel=""noopener noreferrer"">Rush benefits page</a> (https://www.rush.edu/rush-careers/employee-benefits).</p> <p><span style=""font-weight:800"">Pay Rate: </span>$45.15 per hour</p><p></p><p><br /></p> Rush salaries are determined by many factors including, but not limited to, education, job-related experience and skills, as well as internal equity and industry specific market data. The pay range for each role reflects Rush’s anticipated wage or salary reasonably expected to be offered for the position. Offers may vary depending on the circumstances of each case. <p>Summary:<br />The RN staff nurse assumes primary responsibilities for the assessment, planning, implementation and evaluation of the nursing care for assigned patients.  The RN plans and implements routine care and sets priorities.  This role integrates technical skills and theoretical knowledge to meet the needs of the patient and family.  Recognizes own limitations and seeks assistance as appropriate. This position serves as the flexible resource to cover for Ill calls, FMLA, vacancies and fluctuations above census. This position is the first to be cancelled, after agency, when not needed for any of the reasons identified.<br /><br />The mission of Rush is to provide the best health care for the individuals and diverse communities we serve through the integration of outstanding patient care, education, research, and community partnerships. <br /></p> <p>Other information:<br />Required Job Qualifications:<br />•	Associate Degree in Nursing. Must be enrolled in a must complete degree within 5 years of hire. <br />•	Bachelor’s Degree in:  Nursing<br />•	Minimum 2 years of experience<br />•	Graduate from an accredited school of nursing.  <br />•	BSN Preferred<br />•	Current CPR <br />•	ACLS for ED, ICU, Tele, and PACU areas.<br />•	Current Illinois License<br />•	Good communication skills<br />•	Computer skills<br />•	Good time management and organizational skills<br />•	Familiarity with patient care equipment<br />•	Ability to work weekends, holidays, and different shifts as per RT-I criteria.<br />•	Able to be down-staffed in 4 hour increments<br />•	Ability to transport objects, patients and equipment<br />•	Ability to respond quickly to patient needs  with a focus on customer satisfaction.<br />•	Work environment includes probability of exposure to adverse, hazardous, or unpleasant conditions while caring for the sick<br />•	Ability to assist in evacuation of patients in the event of fire or other disasters<br />•	Routinely works with potentially infectious specimens and patients.<br />•	Ability to stand and walk throughput most of designated shift.<br /><br />Preferred Job Qualifications:<br />•	National certification.<br /><br /><br />Addendum:<br />Must be proficient in competencies for patient care in each area identified in departmental cluster. Orientation will consist of 1 shift in each department to allow familiarity with department and completion of department orientation checklist. May work in additional departments if RN has completed competencies for the additional areas. Must have flexibility to work when needed and to be down-staffed when census is low or adequate staffing is available.<br /><br />Disclaimer:<br />The above is intended to describe the general content of and requirements for the performance of this job.  It is not to be construed as an exhaustive statement of duties, responsibilities or requirements.<br /></p> <p>Responsibilities:<br />Nurse/patient Relationship<br />1.	Provides emotional support to patients, families and significant others<br />2.	Insures timely response to patient needs<br />3.	Procedures and tests are explained to patient upon admission and throughout hospitalization.<br /><br />Assuring and Improving Quality Care<br />1.	Completes and documents all required forms in the appropriate patient medical record<br />2.	Demonstrates knowledge and participates in unit based quality improvement process<br />3.	Demonstrates knowledge of evidence based clinical standards.<br /><br />Education/Competency<br />1.	Demonstrates knowledge of clinical unit-based and hospital-based competencies<br />2.	Validates M.D. orders according to policies and procedures<br />3.	Knowledge of patient population and disease entities of the patient cared for on a med-surg unit.<br /><br />Nursing Process<br />1.	As applicable, the interdisciplinary Plan of Care tool is consistently and accurately completed (i.e., problems are appropriately identified, appropriate goals <br />        are dated, initialed and modified, problems are resolved and managed at discharge, and appropriate triggers identified).<br />2.	All patient care orders are executed correctly and timely<br />3.	Discharge teaching is done in a timely manner throughout the hospital stay and documented appropriately.<br /><br />Leadership/Collaboration/Professional Development<br />1.	Actively participates in the achievement of unit goals and completes all assignments in the area of unit responsibilities.<br />2.	Completes mandatory education on shift<br />3.	Demonstrates accountability for time and attendance.<br /><br /></p> <p>Rush is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics.</p>",1
